0.000000000000000000e+00,2.582772192152525659e-04,6.744090688638133065e-05,7.671463874367926737e-06,6.135322918018422186e-07,4.043207334828508624e-08,2.357375815825821194e-09,1.263072511726543049e-10,6.361553972887957442e-12,3.056186655678249282e-13,1.414527641177623395e-14,6.352557217880316089e-16,2.782744670834409073e-17,1.193764803259167891e-18,5.030740454142186469e-20,2.087760485341079621e-21,8.549209032027392716e-23,3.459966099807456336e-24,1.385803603944374920e-25
0.000000000000000000e+00,2.641705496610952174e-04,7.373985149329550300e-05,8.986292625536112220e-06,7.700678883673230651e-07,5.437638933481110531e-08,3.397082605500581936e-09,1.950286903118930292e-10,1.052510347107611169e-11,5.417962193102406966e-13,2.686955479774873423e-14,1.292976271760995734e-15,6.068876033310978735e-17,2.789630058734457045e-18,1.259658126812763270e-19,5.601371686861168202e-21,2.457721062944025435e-22,1.065789497784804863e-23,4.573979527123839624e-25
0.000000000000000000e+00,2.686408288227585292e-04,8.031616260948662087e-05,1.050822425188103838e-05,9.669485393429390834e-07,7.331869017874769202e-08,4.918590248454388362e-09,3.032237798713212493e-10,1.757200601974519389e-11,9.713173716845242385e-13,5.172683105446140467e-14,2.672859766480765532e-15,1.347175269492720180e-16,6.649556275642737834e-18,3.224251876395467163e-19,1.539575093552107343e-20,7.253862060791322168e-22,3.377834400066378925e-23,1.556651343242804209e-24
0.000000000000000000e+00,2.711812490682720335e-04,8.700097485230237127e-05,1.224674343256094079e-05,1.212707946645306199e-06,9.895431476183008975e-08,7.143781488177205089e-09,4.739344405544207679e-10,2.955587708115823506e-11,1.758130710608855406e-12,1.007565696036719806e-13,5.602749035282003528e-15,3.038901288270706950e-16,1.614182568693953701e-17,8.422799144059015261e-19,4.328085739307728622e-20,2.194480708967095414e-21,1.099685059508058937e-22,5.453669517821032854e-24
0.000000000000000000e+00,2.714203006508527109e-04,9.374434539437663549e-05,1.424797151132923694e-05,1.523738776999484655e-06,1.342821261519976451e-07,1.046986877943967974e-08,7.501722122458329243e-10,5.052614718395279097e-11,3.246034409279519481e-12,2.009115757862466829e-13,1.206597397961976429e-14,7.068177319350843104e-16,4.054834415480162233e-17,2.285107012447755859e-18,1.268164472251332727e-19,6.944502235454114075e-21,3.758437280104058011e-22,2.013063281998917905e-23
0.000000000000000000e+00,2.685611175503873987e-04,1.002455532272074530e-04,1.652082898531545273e-05,1.916386823510223994e-06,1.831868947181516140e-07,1.549250262802696242e-08,1.204052703706707401e-09,8.796398451772126737e-11,6.129795927884660780e-12,4.115305148377445937e-13,2.680795306872749077e-14,1.703385291046880461e-15,1.059943624760265674e-16,6.479184883344807577e-18,3.900260353339115266e-19,2.316665465582567499e-20,1.359983678771293087e-21,7.901108089690989325e-23
0.000000000000000000e+00,2.618511398682816268e-04,1.061795884609663713e-04,1.908218947028560950e-05,2.414732264148557381e-06,2.518157188788754759e-07,2.323344172127228337e-08,1.969885857647505650e-09,1.570015920022665932e-10,1.193572425588908974e-11,8.741951690048383614e-13,6.212603129495016770e-14,4.306519789641048224e-15,2.923478602620933148e-16,1.949580279115402188e-17,1.280318281376419794e-18,8.296430339477542029e-20,5.313311046196499813e-21,3.367620505759812267e-22
0.000000000000000000e+00,2.508089334697671292e-04,1.110445399273606905e-04,2.188544139787541518e-05,3.038641479659454770e-06,3.476921194669953852e-07,3.519884931744125840e-08,3.274605458698630416e-09,2.863683282899255444e-10,2.388761079587908463e-11,1.919708770148383159e-12,1.496937152546300984e-13,1.138569151507762505e-14,8.480781896976165967e-16,6.205547545577124651e-17,4.471569038775023239e-18,3.179334875885782582e-19,2.234154758444019732e-20,1.553725047950881856e-21
0.000000000000000000e+00,2.348314873092728107e-04,1.142398072805946420e-04,2.486578213653579790e-05,3.815272022618078320e-06,4.824650354882055914e-07,5.397921416491771043e-08,5.549889461531165313e-09,5.363862159064360324e-10,4.944844199461149994e-11,4.391799659920531907e-12,3.784757103374513664e-13,3.181420915797243664e-14,2.618936010489406388e-15,2.117855737870697022e-16,1.686566542022363548e-17,1.325278303006054271e-18,1.029227402767560184e-19,7.910419736750523365e-21
0.000000000000000000e+00,2.138255975009054489e-04,1.153081806030612346e-04,2.799250252410436242e-05,4.794291546184456275e-06,6.768028244841714432e-07,8.453251416609595182e-08,9.702480478511166971e-09,1.046832734542802465e-09,1.077341877914834322e-10,1.068180618609720015e-11,1.027641015021818859e-12,9.643302543987076275e-14,8.861980525053461489e-15,8.000249321076297866e-16,7.112329558156346547e-17,6.239024958654031001e-18,5.409065237141178777e-19,4.641000879933108498e-20
0.000000000000000000e+00,1.879266305350220248e-04,1.134542266245581511e-04,3.106320592686199225e-05,6.007091785365008310e-06,9.576247210170100570e-07,1.350692189827075878e-07,1.750714732196836677e-08,2.133093854042458237e-09,2.479055660139938922e-10,2.775731769360725964e-11,3.015603914168329623e-12,3.195646469126450584e-13,3.316376227129385210e-14,3.380933200601633951e-15,3.394259225665017335e-16,3.362404240147106727e-17,3.291967110487554299e-18,3.189664358107345020e-19
0.000000000000000000e+00,1.581102437008169751e-04,1.080956123325616235e-04,3.382068408613594170e-05,7.485694852574484561e-06,1.366114351058963236e-06,2.205885175758901428e-07,3.273240562232989462e-08,4.565713503868322360e-09,6.074648269981784091e-10,7.786611802788986118e-11,9.684595690746266766e-12,1.174903216588206294e-12,1.395864708091350655e-13,1.629117063847242125e-14,1.872392436942058005e-15,2.123430076741428848e-16,2.380015010695240610e-17,2.640008728768482981e-18
0.000000000000000000e+00,1.259360639058150965e-04,9.889184048140174654e-05,3.594251152334976930e-05,9.262209149198943545e-06,1.968700377852722770e-06,3.702599770470787835e-07,6.399349265422226244e-08,1.039682905263002373e-08,1.611193797916056449e-09,2.405523316252868088e-10,3.484792670682898002e-11,4.924157617179843511e-12,6.814085570059611859e-13,9.262984805434689434e-14,1.240023570257793877e-14,1.637968062607455697e-15,2.138363654718727093e-16,2.762750294423538449e-17
0.000000000000000000e+00,9.344772395021356713e-05,8.562512558241559520e-05,3.683490885498641438e-05,1.127270426452771073e-05,2.847239118166203800e-06,6.363933730941284978e-07,1.307181545136254755e-07,2.523964145461689077e-08,4.648495131052882471e-09,8.248149228656880970e-10,1.420058469058162036e-10,2.384753914710531689e-11,3.921945466740008338e-12,6.336176439746278354e-13,1.008065133768340249e-13,1.582509865959183327e-14,2.455301922815568353e-15,3.770051793308619671e-16
0.000000000000000000e+00,6.308263059192403192e-05,6.876730269550710155e-05,3.584428383222176828e-05,1.335973895128477048e-05,4.114363932524847846e-06,1.121532983575641135e-06,2.809623559625467632e-07,6.616440985335155901e-08,1.486220427430449118e-08,3.216303562191973498e-09,6.753617182072090062e-10,1.383258914806203591e-10,2.774541036146517526e-11,5.466968337274566554e-12,1.060809950369101451e-12,2.031071029370493316e-13,3.843379627140880435e-14,7.197561607242008817e-15
0.000000000000000000e+00,3.723414482569404281e-05,4.932583803889815027e-05,3.198680596162760485e-05,1.495267146970469303e-05,5.788602672619669291e-06,1.984612327739420328e-06,6.254033063221983135e-07,1.852666207971166722e-07,5.235031471623860262e-08,1.425138226379743543e-08,3.764440166796571037e-09,9.699100552773304473e-10,2.447277211728223936e-10,6.066002752065807985e-11,1.480667895883838513e-11,3.566228921760742169e-12,8.489095530814631672e-13,1.999850629217722871e-13
0.000000000000000000e+00,1.787957375966710291e-05,2.955807903083588209e-05,2.465719530843941563e-05,1.502389932206304226e-05,7.617151424000557846e-06,3.425417664640455985e-06,1.416498622116843949e-06,5.507169545310168785e-07,2.042404629936353347e-07,7.297516113751549956e-08,2.529969197324903126e-08,8.555460159604407111e-09,2.833297888207315190e-09,9.217408966399647871e-10,2.952984057523351208e-10,9.334903865680854167e-11,2.916481614773175032e-11,9.017633311113690642e-12
0.000000000000000000e+00,6.197550613597968056e-06,1.316707757306413857e-05,1.466120390493369299e-05,1.218060755379394651e-05,8.508088281494873982e-06,5.295213358210996858e-06,3.036212175513590860e-06,1.637995650795033727e-06,8.431760899033138507e-07,4.182062090792543284e-07,2.012736693003290541e-07,9.448825833849763429e-08,4.344019899969341819e-08,1.961888783116524635e-08,8.725551820349737510e-09,3.829199877684945894e-09,1.660824939867265576e-09,7.128918166077242917e-10
0.000000000000000000e+00,1.390917264229925232e-06,3.919202849414397483e-06,6.036014564783949528e-06,7.154118108966826990e-06,7.279249522268876610e-06,6.686974884190251691e-06,5.704540715475696846e-06,4.599991192792181028e-06,3.548679605393145717e-06,2.641730127054051465e-06,1.909822770292945207e-06,1.347379808542472752e-06,9.311482121723007380e-07,6.322309198338748091e-07,4.227670215793303149e-07,2.789592855357277505e-07,1.819243745975323667e-07,1.174167809665984980e-07
