1.000000000000000082e-05,6.442726368213593560e+02
1.149756995397735701e-05,6.412081637276326092e+02
1.321941148466028649e-05,6.389193782833575597e+02
1.519911082952933216e-05,6.366387626333947765e+02
1.747528400007683074e-05,6.336105999472702024e+02
2.009233002565045763e-05,6.290953408902281581e+02
2.310129700083158002e-05,6.253572142640991842e+02
2.656087782946684139e-05,6.201611238898785814e+02
3.053855508833412132e-05,6.150082078079843768e+02
3.511191734215127295e-05,6.091715672895537637e+02
4.037017258596558043e-05,6.026715309050458700e+02
4.641588833612781789e-05,5.948211562660476375e+02
5.336699231206312347e-05,5.863736906101114528e+02
6.135907273413175307e-05,5.766698206116482197e+02
7.054802310718645520e-05,5.664509510482677115e+02
8.111308307896872023e-05,5.557503386664170648e+02
9.326033468832199040e-05,5.433055970312029785e+02
1.072267222010323142e-04,5.298748423263165250e+02
1.232846739442066016e-04,5.155456180081058619e+02
1.417474162926804862e-04,5.004095363947699866e+02
1.629750834620643444e-04,4.839840757667195135e+02
1.873817422860383000e-04,4.669831881177093464e+02
2.154434690031884489e-04,4.489711514094181553e+02
2.477076355991711192e-04,4.306260568807760478e+02
2.848035868435802175e-04,4.115562403890886003e+02
3.274549162877728420e-04,3.923943591431187770e+02
3.764935806792467539e-04,3.732338271534098340e+02
4.328761281083061429e-04,3.541635962021651949e+02
4.977023564332114366e-04,3.356674108756055261e+02
5.722367659350220594e-04,3.177582080465087984e+02
6.579332246575682417e-04,3.000882942018646986e+02
7.564633275546290073e-04,2.837389733112100885e+02
8.697490026177834418e-04,2.682803912422629651e+02
1.000000000000000021e-03,2.536640190283585241e+02
1.149756995397735633e-03,2.404164217119187015e+02
1.321941148466028622e-03,2.281324421983639468e+02
1.519911082952933243e-03,2.172515847610974618e+02
1.747528400007684673e-03,2.073834897700522220e+02
2.009233002565048026e-03,1.984361193632625486e+02
2.310129700083160455e-03,1.905549588609212606e+02
2.656087782946686768e-03,1.836423185961034790e+02
3.053855508833415357e-03,1.776144365227998776e+02
3.511191734215130845e-03,1.726054088953828511e+02
4.037017258596553408e-03,1.679376997968725789e+02
4.641588833612782412e-03,1.637862055660018257e+02
5.336699231206312212e-03,1.605007575450266302e+02
6.135907273413176120e-03,1.574687979546962708e+02
7.054802310718645032e-03,1.548628543923636585e+02
8.111308307896872294e-03,1.524816799843421791e+02
9.326033468832199691e-03,1.504954598759140936e+02
1.072267222010323158e-02,1.488896298972606189e+02
1.232846739442065853e-02,1.473009345878022884e+02
1.417474162926804851e-02,1.460770117627876914e+02
1.629750834620645114e-02,1.448632585072044208e+02
1.873817422860384746e-02,1.440024713282574567e+02
2.154434690031884619e-02,1.431467990043476846e+02
2.477076355991711387e-02,1.424659234108005421e+02
2.848035868435801893e-02,1.417882863917594989e+02
3.274549162877728181e-02,1.412821746726326637e+02
3.764935806792467365e-02,1.407778695136861984e+02
4.328761281083061407e-02,1.404426665335423081e+02
4.977023564332114236e-02,1.401082616975831741e+02
5.722367659350219987e-02,1.397746531053658998e+02
6.579332246575682330e-02,1.394418388609725810e+02
7.564633275546291113e-02,1.392757290279702715e+02
8.697490026177834288e-02,1.391098170729997321e+02
1.000000000000000056e-01,1.389441027603391490e+02
1.149756995397735598e-01,1.386132661204640328e+02
1.321941148466028726e-01,1.384481433232085408e+02
1.519911082952933035e-01,1.384481433232085408e+02
1.747528400007682947e-01,1.382832172281802912e+02
2.009233002565045945e-01,1.382832172281802912e+02
2.310129700083158044e-01,1.381184876010581490e+02
2.656087782946689457e-01,1.381184876010581490e+02
3.053855508833418497e-01,1.381184876010581490e+02
3.511191734215134419e-01,1.379539542078000522e+02
4.037017258596558023e-01,1.379539542078000522e+02
4.641588833612781961e-01,1.379539542078000522e+02
5.336699231206312177e-01,1.379539542078000522e+02
6.135907273413175878e-01,1.377896168146428124e+02
7.054802310718645275e-01,1.379539542078000522e+02
8.111308307896872849e-01,1.377896168146428124e+02
9.326033468832198858e-01,1.377896168146428124e+02
1.072267222010323096e+00,1.377896168146428124e+02
1.232846739442065909e+00,1.377896168146428124e+02
1.417474162926804837e+00,1.377896168146428124e+02
1.629750834620643518e+00,1.377896168146428124e+02
1.873817422860382997e+00,1.376254751881016318e+02
2.154434690031886479e+00,1.377896168146428124e+02
2.477076355991713719e+00,1.376254751881016318e+02
2.848035868435804918e+00,1.376254751881016318e+02
3.274549162877731678e+00,1.377896168146428124e+02
3.764935806792471418e+00,1.376254751881016318e+02
4.328761281083061796e+00,1.376254751881016318e+02
4.977023564332113459e+00,1.376254751881016318e+02
5.722367659350219959e+00,1.376254751881016318e+02
6.579332246575682497e+00,1.376254751881016318e+02
7.564633275546290392e+00,1.376254751881016318e+02
8.697490026177835176e+00,1.376254751881016318e+02
1.000000000000000000e+01,1.376254751881016318e+02
