nan,nan,nan,nan
1.585918362717297114e+01,nan,nan,nan
1.801659717053231091e+01,1.944593096418319789e+01,nan,nan
2.326860379903357590e+00,4.224558948277561399e+01,1.771099942345503564e+01,nan
0.000000000000000000e+00,8.495025716846694053e+00,8.634732372966685432e+01,8.629086240122822105e+00
